,Temperature (K),Unit-cell length (nm)
0,50.0,2.596489906311035
1,100.0,2.592630386352539
2,150.0,2.5890285968780518
3,200.0,2.586467742919922
4,250.0,2.583500862121582
5,300.0,2.5809004306793213
6,350.0,2.57924747467041
7,400.0,2.576331615447998
8,450.0,2.5742650032043457
9,500.0,2.5723605155944824
10,550.0,2.5691215991973877
11,600.0,2.567822217941284
