,Temperature (K),Unit-cell length (nm)
0,50.0,7.797547817230225
1,100.0,7.788386821746826
2,150.0,7.780462265014648
3,200.0,7.773376941680908
4,250.0,7.7667951583862305
5,300.0,7.760523319244385
6,350.0,7.754880428314209
7,400.0,7.749306678771973
8,450.0,7.744084358215332
9,500.0,7.738624095916748
10,550.0,7.7340497970581055
11,600.0,7.729449272155762
