Time,Bond,Angle,Proper Dih.,Per. Imp. Dih.,LJ-14,Coulomb-14,LJ (SR),Coulomb (SR),Coul. recip.,Potential,Kinetic En.,Total Energy,Conserved En.,Temperature,Pressure,Box-X,Box-Y,Box-Z,Volume,Density,pV,Enthalpy,Vir-XX,Vir-XY,Vir-XZ,Vir-YX,Vir-YY,Vir-YZ,Vir-ZX,Vir-ZY,Vir-ZZ,Pres-XX,Pres-XY,Pres-XZ,Pres-YX,Pres-YY,Pres-YZ,Pres-ZX,Pres-ZY,Pres-ZZ,#Surf*SurfTen,T-System,Lamb-System
0.0,8042.5,5548.009765625,2135.752685546875,459.168212890625,19105.0859375,78332.4296875,25259.849609375,-417563.0625,196.6055450439453,-278483.65625,10545.693359375,-267937.96875,-267943.25,249.35719299316406,374.7630615234375,51.74477577209473,51.74477577209473,51.74477577209473,138.5477752685547,590.534423828125,8.343542098999023,-267929.625,2309.737060546875,-270.6197509765625,2665.5224609375,-270.5992431640625,3081.310546875,189.47862243652344,2665.52587890625,189.45249938964844,464.3683166503906,280.4670104980469,61.494964599609375,-628.1749877929688,61.490055084228516,110.35621643066406,-39.01449966430664,-628.1758422851562,-39.008235931396484,733.4659423828125,2784.14990234375,249.35719299316406,1.0
0.5,8238.4326171875,5750.9580078125,2199.638671875,479.8540344238281,19026.083984375,78236.0625,24595.947265625,-417046.15625,189.65707397460938,-278329.53125,10435.716796875,-267893.8125,-267927.0,246.7567596435547,385.8394470214844,51.80483818054199,51.80483818054199,51.80483818054199,139.03077697753906,588.4828491210938,8.372629165649414,-267885.4375,2234.723388671875,-361.986572265625,2272.90087890625,-361.9561767578125,1620.82470703125,252.81390380859375,2272.92626953125,252.791748046875,1734.43359375,269.56671142578125,84.26237487792969,-541.6298828125,84.25511169433594,466.37628173828125,-57.60941696166992,-541.635986328125,-57.604122161865234,421.5752868652344,277.6935729980469,246.7567596435547,1.0
1.0,8627.8720703125,5352.93017578125,2107.89306640625,490.9964294433594,18790.73046875,78232.9375,24437.861328125,-416693.84375,191.62144470214844,-278461.0,10813.603515625,-267647.40625,-267791.8125,255.69204711914062,-519.4371948242188,51.82539939880371,51.82539939880371,51.82539939880371,139.19639587402344,587.7826538085938,8.38260269165039,-267639.03125,6463.421875,1403.38818359375,270.53021240234375,1403.3555908203125,4675.49853515625,-800.3529663085938,270.53411865234375,-800.3187866210938,6206.037109375,-673.0507202148438,-295.9093933105469,-46.67448425292969,-295.901611328125,-264.228759765625,198.992919921875,-46.6754150390625,198.98475646972656,-621.0321655273438,-789.7798461914062,255.69204711914062,1.0
1.5,8126.404296875,5455.6953125,2276.009521484375,464.6668395996094,19139.080078125,78328.8984375,24743.0234375,-417066.9375,194.55679321289062,-278338.59375,10347.1005859375,-267991.5,-267748.6875,244.661376953125,288.80859375,51.749300956726074,51.749300956726074,51.749300956726074,138.58412170410156,590.3795776367188,8.345730781555176,-267983.15625,2611.76171875,-905.998291015625,-2564.888916015625,-905.9885864257812,1626.5230712890625,1332.6766357421875,-2564.883544921875,1332.6973876953125,2493.338134765625,183.1417999267578,235.4589385986328,605.5238647460938,235.4566192626953,431.4842224121094,-314.544677734375,605.5225830078125,-314.5496520996094,251.79971313476562,-287.2774658203125,244.66139221191406,1.0
2.0,8652.1337890625,5390.61474609375,2092.24658203125,486.9915771484375,18856.99609375,78240.0,24574.568359375,-416816.0,200.3929443359375,-278322.03125,10294.916015625,-268027.125,-267691.5625,243.42745971679688,-723.452880859375,51.784067153930664,51.784067153930664,51.784067153930664,138.86361694335938,589.1912841796875,8.36256217956543,-268018.75,5932.92529296875,1203.5321044921875,-7.355688571929932,1203.5355224609375,5641.236328125,-744.0060424804688,-7.358252048492432,-744.0343627929688,7795.6337890625,-597.1873779296875,-286.945068359375,-4.345616340637207,-286.9458923339844,-555.9420166015625,172.18797302246094,-4.345003604888916,172.1947479248047,-1017.2293090820312,-2281.940673828125,243.42745971679688,1.0
2.5,8253.482421875,5469.91748046875,2189.732177734375,451.9861755371094,18996.775390625,78278.40625,25177.7265625,-417512.5,192.96432495117188,-278501.5,10411.791015625,-268089.71875,-267663.8125,246.19102478027344,215.2054443359375,51.74142360687256,51.74142360687256,51.74142360687256,138.52084350585938,590.6492309570312,8.341919898986816,-268081.375,4149.05029296875,-334.2883605957031,377.9935302734375,-334.308837890625,1079.0496826171875,-202.85670471191406,378.0128173828125,-202.86109924316406,2490.850830078125,-124.77841186523438,70.35124969482422,-108.58357238769531,70.35614776611328,545.1358032226562,41.05034255981445,-108.58819580078125,41.051395416259766,225.2589569091797,78.02742004394531,246.19102478027344,1.0
3.0,8190.193359375,5370.32373046875,2289.4794921875,459.558837890625,19195.115234375,78337.7578125,24869.900390625,-417080.21875,190.6016387939453,-278177.28125,10696.126953125,-267481.15625,-267649.90625,252.9142608642578,567.0057983398438,51.726694107055664,51.726694107055664,51.726694107055664,138.40257263183594,591.1539916992188,8.334797859191895,-267472.8125,-804.6295776367188,340.8260192871094,1892.350341796875,340.7818298339844,2360.21923828125,-396.4343566894531,1892.354736328125,-396.4555969238281,2051.719482421875,1057.208984375,-88.16051483154297,-474.5679931640625,-88.14990997314453,279.5522766113281,98.56497955322266,-474.5690612792969,98.57007598876953,364.2560729980469,-1573.1357421875,252.9142608642578,1.0
3.5,8375.7119140625,5253.69970703125,2214.525390625,473.0529479980469,19005.779296875,78314.546875,25287.576171875,-417484.90625,192.66441345214844,-278367.34375,10624.78125,-267742.5625,-267617.09375,251.22726440429688,316.4904479980469,51.68027400970459,51.68027400970459,51.68027400970459,138.03030395507812,592.7483520507812,8.312378883361816,-267734.25,3520.82421875,2141.371826171875,-1174.52978515625,2141.344482421875,565.119384765625,1491.9451904296875,-1174.52880859375,1491.956787109375,2592.655029296875,21.753782272338867,-496.7252502441406,274.3639831542969,-496.71868896484375,692.17041015625,-343.5132141113281,274.3637390136719,-343.5159912109375,235.547119140625,-627.4759521484375,251.22726440429688,1.0
4.0,8487.72265625,5344.05419921875,2126.02001953125,452.9141540527344,18901.953125,78285.5546875,24951.095703125,-417272.875,196.83084106445312,-278526.71875,10518.4931640625,-268008.21875,-267571.46875,248.71405029296875,-565.7344360351562,51.7656946182251,51.7656946182251,51.7656946182251,138.7158660888672,589.81884765625,8.35366439819336,-267999.875,6479.11474609375,158.82763671875,-777.77197265625,158.86474609375,4972.5400390625,621.7882080078125,-777.7439575195312,621.7398071289062,6155.77197265625,-731.8983154296875,-24.17106056213379,187.41986083984375,-24.17994499206543,-356.7868347167969,-146.06275939941406,187.41314697265625,-146.05117797851562,-608.5181274414062,-332.2091369628906,248.7140350341797,1.0
4.5,8487.32421875,5227.369140625,2110.455078125,426.77203369140625,19042.298828125,78336.046875,25099.921875,-417347.84375,196.58644104003906,-278421.0625,10552.599609375,-267868.46875,-267553.75,249.52049255371094,6.948949337005615,51.733689308166504,51.733689308166504,51.733689308166504,138.458740234375,590.9141845703125,8.338180541992188,-267860.125,4905.31005859375,-121.650146484375,1595.054443359375,-121.6744384765625,2898.008544921875,1073.32080078125,1595.0362548828125,1073.273193359375,2662.369140625,-310.5594177246094,22.36980438232422,-404.5503845214844,22.37563133239746,136.78184509277344,-252.20265197753906,-404.5460205078125,-252.19122314453125,194.62442016601562,1456.3717041015625,249.52049255371094,1.0
