Time,Bond,Angle,Proper Dih.,Per. Imp. Dih.,LJ-14,Coulomb-14,LJ (SR),Coulomb (SR),Coul. recip.,Potential,Kinetic En.,Total Energy,Conserved En.,Temperature,Pressure,Box-X,Box-Y,Box-Z,Volume,Density,pV,Enthalpy,Vir-XX,Vir-XY,Vir-XZ,Vir-YX,Vir-YY,Vir-YZ,Vir-ZX,Vir-ZY,Vir-ZZ,Pres-XX,Pres-XY,Pres-XZ,Pres-YX,Pres-YY,Pres-YZ,Pres-ZX,Pres-ZY,Pres-ZZ,#Surf*SurfTen,T-System,Lamb-System
0.0,9619.912109375,6247.00634765625,3002.4609375,673.7515258789062,19109.958984375,78245.8203125,24799.1953125,-416295.84375,418.6659240722656,-274179.09375,14516.7275390625,-259662.359375,-259705.84375,343.25390625,-287.8885803222656,51.68007850646973,51.68007850646973,51.68007850646973,138.0287322998047,592.7550659179688,8.312284469604492,-259654.046875,6019.76953125,944.7197875976562,-2145.64501953125,944.7324829101562,4679.298828125,549.218994140625,-2145.65380859375,549.18896484375,7407.1767578125,-271.1752624511719,-219.99159240722656,521.1212158203125,-219.99464416503906,29.21598243713379,-113.10713958740234,521.1233520507812,-113.09991455078125,-621.7064208984375,-2587.760009765625,343.25390625,1.0
0.5,9723.2763671875,6067.728515625,2965.38232421875,676.4237060546875,19221.802734375,78329.671875,24834.029296875,-416284.03125,420.8760070800781,-274044.84375,14774.1328125,-259270.71875,-259559.34375,349.3403625488281,-143.11878967285156,51.70100688934326,51.70100688934326,51.70100688934326,138.1964874267578,592.0355224609375,8.322386741638184,-259262.390625,5840.3095703125,-1536.0535888671875,1416.8973388671875,-1536.0726318359375,3145.492431640625,1230.6282958984375,1416.9166259765625,1230.6273193359375,7574.96484375,-252.59043884277344,370.9642028808594,-324.64215087890625,370.9687805175781,463.4980163574219,-301.4552917480469,-324.6467590332031,-301.455078125,-640.2639770507812,-3855.43603515625,349.3403625488281,1.0
1.0,9718.015625,6360.3486328125,2814.780029296875,654.3563842773438,19046.28515625,78227.984375,24076.53125,-415528.25,438.2581787109375,-274191.6875,14847.3515625,-259344.34375,-259586.53125,351.0716552734375,-449.0260314941406,51.79855823516846,51.79855823516846,51.79855823516846,138.980224609375,588.6968994140625,8.369585037231445,-259335.96875,6706.0888671875,-466.525146484375,514.8648071289062,-466.481689453125,6603.9052734375,-752.461669921875,514.9221801757812,-752.394775390625,7174.60009765625,-463.4108581542969,107.02937316894531,-130.25038146972656,107.01898956298828,-351.1993103027344,150.91778564453125,-130.2640838623047,150.9018096923828,-532.468017578125,-648.325927734375,351.0716552734375,1.0
1.5,9452.4697265625,6032.45458984375,2925.5849609375,649.5589599609375,19291.29296875,78290.1484375,25012.12890625,-416274.6875,424.1891784667969,-274196.875,14565.5869140625,-259631.28125,-259507.421875,344.4092102050781,56.533416748046875,51.63546562194824,51.63546562194824,51.63546562194824,137.67156982421875,594.2928466796875,8.290775299072266,-259622.984375,4596.3427734375,-3143.15185546875,-439.7674865722656,-3143.1357421875,5216.65576171875,-973.4957275390625,-439.7528381347656,-973.5113525390625,4049.529541015625,58.86271667480469,713.9408569335938,98.19229888916016,713.9369506835938,-127.61888885498047,242.78158569335938,98.18876647949219,242.7853546142578,238.35643005371094,1408.27734375,344.4092102050781,1.0
2.0,9716.5546875,6111.720703125,3105.046142578125,663.3123168945312,19077.99609375,78237.703125,25123.384765625,-416437.4375,418.470703125,-273983.25,14747.08203125,-259236.171875,-259401.140625,348.70074462890625,-66.8830795288086,51.7049503326416,51.7049503326416,51.7049503326416,138.2281036376953,591.900146484375,8.324291229248047,-259227.84375,4381.59912109375,-547.3927612304688,2160.22998046875,-547.4203491210938,4737.9189453125,325.82598876953125,2160.248291015625,325.8460693359375,6462.69580078125,125.85355377197266,110.35188293457031,-528.7831420898438,110.35850524902344,8.211801528930664,-117.81317901611328,-528.7875366210938,-117.81800842285156,-334.714599609375,-2077.232177734375,348.70074462890625,1.0
2.5,10066.1328125,6165.4150390625,3132.01513671875,687.0514526367188,18881.76171875,78192.0703125,25238.759765625,-416610.65625,417.7148132324219,-273829.71875,14795.3759765625,-259034.34375,-259259.625,349.8426513671875,-463.5451354980469,51.64565563201904,51.64565563201904,51.64565563201904,137.7530975341797,593.941162109375,8.295685768127441,-259026.046875,7580.65673828125,-866.1455078125,151.169189453125,-866.1571044921875,5735.72802734375,1687.8681640625,151.1605224609375,1687.9073486328125,7247.1279296875,-664.567626953125,186.7592010498047,-1.0934947729110718,186.76199340820312,-189.17318725585938,-416.05096435546875,-1.091398000717163,-416.0604248046875,-536.89453125,-568.2267456054688,349.8426513671875,1.0
3.0,9732.6630859375,6031.51220703125,2954.328125,663.5887451171875,19231.71484375,78311.2265625,25045.8828125,-416416.5,418.853271484375,-274026.75,14425.3349609375,-259601.421875,-259205.859375,341.0928955078125,-52.7130126953125,51.66632652282715,51.66632652282715,51.66632652282715,137.9185791015625,593.228515625,8.30565071105957,-259593.109375,5228.0751953125,-38.05235290527344,716.5997924804688,-38.03489685058594,6156.27685546875,-2138.005126953125,716.5695190429688,-2137.9912109375,3697.706787109375,-109.41722106933594,50.567535400390625,-180.9365997314453,50.56332778930664,-314.6324768066406,494.30694580078125,-180.92930603027344,494.3035888671875,265.91064453125,2469.317138671875,341.0928955078125,1.0
3.5,9701.623046875,6252.4912109375,2927.05859375,595.451171875,19138.193359375,78275.7734375,24723.150390625,-416173.0,419.555419921875,-274139.6875,14659.056640625,-259480.625,-259211.21875,346.61932373046875,-323.322021484375,51.72638416290283,51.72638416290283,51.72638416290283,138.40008544921875,591.1646118164062,8.334648132324219,-259472.296875,7559.18603515625,3355.129638671875,2221.163818359375,3355.14404296875,3672.049072265625,614.3382568359375,2221.161376953125,614.3284912109375,7469.984375,-704.2106323242188,-807.5269165039062,-521.6450805664062,-807.5303955078125,278.474609375,-135.94180297851562,-521.6444091796875,-135.93946838378906,-544.2300415039062,-1714.0159912109375,346.61932373046875,1.0
4.0,9756.1552734375,5836.79931640625,3061.2265625,641.6505737304688,19244.2109375,78288.8984375,24904.779296875,-416365.09375,417.44061279296875,-274213.9375,15110.15234375,-259103.78125,-259176.234375,357.2856750488281,444.9801025390625,51.681694984436035,51.681694984436035,51.681694984436035,138.04168701171875,592.699462890625,8.313064575195312,-259095.46875,3576.77587890625,-151.02151489257812,-462.7477722167969,-151.03128051757812,1912.95068359375,-1433.922119140625,-462.7624206542969,-1433.968017578125,4071.702880859375,319.15911865234375,33.90582275390625,131.33348083496094,33.908172607421875,780.3863525390625,348.7978515625,131.33700561523438,348.80889892578125,235.3948974609375,-1624.7578125,357.2856750488281,1.0
4.5,9516.4501953125,6326.6357421875,2942.615966796875,618.818359375,19204.98828125,78266.7109375,24500.1171875,-415813.15625,420.6255187988281,-274016.1875,14607.1044921875,-259409.078125,-259126.015625,345.3908996582031,150.6663360595703,51.70624256134033,51.70624256134033,51.70624256134033,138.2384796142578,591.855712890625,8.324915885925293,-259400.75,4392.515625,359.3269348144531,616.7390747070312,359.2842102050781,3198.68017578125,-5.777022838592529,616.7653198242188,-5.755538463592529,5134.4814453125,138.278076171875,-77.778564453125,-112.39352416992188,-77.768310546875,355.09051513671875,22.626529693603516,-112.39983367919922,22.62136459350586,-41.36960220336914,-1489.41845703125,345.3908996582031,1.0
